Name	Sentence	Keywords
Son Goku	"The chapter entitled This is the Police Station in front of Dragon Park on Planet Namek}} has Ryotsu Kankichi travel to planet Namek and try to issue Freeza a citation and scold both he and Goku for parking their ships illegally. Goku and other Dragon Ball characters joined the cast of One Piece in the 2006 crossover manga Cross Epoch (manga). He appears in a single panel of Toriyama's 2013 manga Jaco the Galactic Patrolman, which is set before the events of Dragon Ball. The collected tankbon volume of Jaco features the bonus story Dragon Ball Minus: The Departure of the Fated Child, depicting how and why Goku's parents sent him to Earth. Goku has been the subject of various parodies."	"ref, goku, date"
Son Goku	"In the episode ""Career Day"" of Takeshi's Castle, known in the United States as Most Extreme Elimination Challenge, the hosts Takeshi Kitano and Sonomanma Higashi dressed as popular anime characters, one as Goku as a child, the other as Gian (Doraemon). Weekly Shnen Jumps Gag Special 2005 issue, released on November 12, 2004, featured a Bobobo-bo Bo-bobo one-shot Dragon Ball parody manga, a retelling of the first fight between Goku and Vegeta. In chapter #179 of the [[Yakitate!!"	"ref, takeshi, 2005"
Son Goku	"Japan]] manga, Kawachi executes a Genki-Dama parody called a Shinrai-Dama{{refn{{nihongolit."	"dama, japan, manga"
Son Goku	"""Trust Ball""„¨­‚ÿ¬‡??}}}} on the character Katsuo.{{cite bookauthor-"	"hashiguchi, takashi, trust"
Son Goku	Japan 20	"date, anime, blood"
Son Goku	"In 2003, Goku appeared in the interactive feature Orb's Panic Adventure!"	"2003, goku, appeared"
Son Goku	{{refn{{nihongo‡Ÿ„«??Ÿ??Ÿ??ŸŸ?????›?Ÿ??Ÿ??Ÿ??Ÿ?Ÿœ?Ÿ¬!Ky®tai Panikku AdobenchŽ!	"refn, group, nihongo"
Son Goku	"}}}}, which was featured at the Fuji TV headquarters in the orb section."	"featured, fuji, headquarters"
Son Goku	"In this, Freeza attacks a visiting tourist, blasting the orb section free from the rest of the Fuji TV building."	"freeza, attacks, visiting"
Son Goku	"Goku fights Freeza over the real life aqua city of Odaiba. In 2004, a sequel called Orb's Panic Adventure Returns!"	"url, image, http"
Son Goku	}}	"refn, group, nihongo"
Son Goku	"was produced. On March 25, 2006, Goku and Freeza appeared in an original animated short film in the IQ Mirror Mistake 7}} segment of the Japanese game show IQ Supplement}}. On April 7, 2007, Goku and Fuji TV announcer Masaharu Miyake were commentators on the anime segment in the Japan Great Man Awards}} titled Who is the Strongest Hero?"	"ref, history, web"
Son Goku	}}.	"refn, group, nihongo"
Son Goku	The segment featured a special tournament to decide who was the greatest person in Japanese history.	"segment, featured, special"
Son Goku	"During the intermission, Goku promoted the coming release of DVD region code Dragon Ball DVDs. Since the U.S. debut of Dragon Ball Z in 1996, Goku has appeared in American pop culture."	"goku, dragon, ball"
Son Goku	"He was featured in an issue of Wizard (magazine) in which he and Superman fought a hypothetical battle and won. In the Codename: Kids Next Door episode ""List of Codename: Kids Next Door episodes#Season 2: 2003ƒ??2004"", Numbuh Four's version of the story is a parody of the Goku and Freeza's battle in Dragon Ball Z. Goku appears in Robot Chicken in a sketch entitled A Very Dragon Ball Z Christmas, where Goku and Gohan fight an evil Mrs. Claus with Santa Claus's reindeer, in an attempt to save Christmas. The Saturday Night Live sketch TV Funhouse titled Kobayashi depicts real-life hot-dog-eating champion Takeru Kobayashi as able to transform into a Super Saiyan as he prepares to eat hot dogs; Goku appears briefly near the end. Goku is referenced in the songs ""Goku"" and ""Anime"" by Soulja Boy Tell 'Em, where he brags that he looks and feels like Goku. Goku appears in a parody of the film Moneyball (film) on an episode of Mad (TV series) entitled Money Ball Z, in which Billy Beane drafts Goku and a couple of other Dragon Ball characters into the Oakland A's. In 2013, he and Superman fought in a ""Death Battle"" episode of the Rooster Teeth web series ScrewAttack and lost.{{cite news"	"ref, goku, episode"
Son Goku	: The 10 Best Fights Ever access-	"date, url, ref"
Son Goku	"Le Vadering : apr??s le Harlem Shake et le ""kamehameha"", la nouvelle mode photo des internautes] , Le Huffington Post Germany, as well as in many Spanish-speaking countries in South America. File:NYCC 2016 - Super Saiyan Blue Goku (30227483945).jpg A number of notable public figures have commented on their feelings towards Goku or his status in popular culture."	"kamehameha, 2013, ref"
Son Goku	"For example, Jackie Chan has gone on record stating that Goku is his favorite Dragon Ball character. The German rock band Son Goku (band) takes their name from the Dragon Ball protagonist."	"dragon, ball, goku"
Son Goku	"The band's lead singer Thomas D chose the name because Goku embodies the band's philosophy, saying he was ""fascinated by Goku's na??vet?? and cheerfulness, yet, at the same time, a great warrior saving the world."	"band, goku, lead"
Son Goku	""" In 2010, a fiberglass statue of Goku was created by Canadian-born Hong Kong artist Edison Chen, with Chen's facial features instead of Goku's, as part of Chen's collection that was displayed at the ""Treacherous Treis"" exhibition in Singapore's Museum of Art and Design. CNN released an article explaining how Goku was Spanish professional tennis player Rafael Nadal's childhood inspiration, and called Nadal ""the Dragon Ball of tennis"" due to his unorthodox style ""from another planet."	"url, date, ref"
Son Goku	""" File:Carnalval SP 2013 - 0036 (8478410082).jpg]] One Piece creator Eiichiro Oda and Naruto creator Masashi Kishimoto said that Goku inspired their protagonists as well as series structure, with Tekken Lars Alexandersson showing traits of a hero through his design inspired by Goku alongside Marvel Comic's Thor. Commenting on Goku's popularity, Kishimoto stated that when people hear the name ""Son Goku"", no longer do they think of the Journey to the West character, but instead Dragon Balls protagonist comes to mind. Additionally, for the second half of the series, Kishimoto created an ape named Son Goku in reference to Toriyama's character to the point the ape has four tails just like the four-star Dragon Ball Goku earned from his grandfather. In his book about Akira Toriyama published in 2004, Julius Weideman said Goku's journey and ever-growing strength resulted in the character winning ""the admiration of young boys everywhere."	"ref, goku, dragon"
Son Goku	"""Wiedemann, Julius (September 25, 2004)."	"ref, wiedemann, julius"
Son Goku	"""Akira Toriyama"", in Amano Masanao (ed."	"akira, toriyama, amano"
Son Goku	): Manga Design.	"manga, design"
Son Goku	"Taschen, p. 372."	"taschen, 372"
Son Goku	"Jason Thompson (writer) stated that unlike the ""Masculinity"" heroes of other popular shnen manga of the late 1980s and early 1990s, such as City Hunter and Fist of the North Star, Toriyama made his protagonist (Goku) cartoonish and small, thus starting a trend that Thompson says continues to this day. In 2015, the Japan Anniversary Association officially declared May 9 as ""Goku Day""."	"thompson, jason, manga"
Son Goku	{{refn{{nihongo4‘??‡?§??‘?Gok® no hilit.	"refn, group, nihongo4"
Son Goku	"""Goku's Day""}}}}{{refnIn Japanese the numbers 5 and 9 can be pronounced as ""Go"" and ""Ku"" respectively."	"goku, day, refn"
Son Goku	"}} Goku is the first manga character to have a balloon at the Macy's Thanksgiving Day Parade, with his first appearance at the 2018 parade. Several pieces of merchandising based on Goku have been released, including action figures, plushes, and keychains. Goku has appeared in several ""top"" character lists."	"url, archive, web"
Son Goku	"He was ranked number one in IGN's 2009 list of Top 25 Anime Characters of All Time and reappeared on the same list in 2014, however, on this occasion they ranked him third, with Cowboy Bebops Spike Spiegel and Neon Genesis Evangelions Shinji Ikari placed above him, saying that ""He was, in many ways, a character that bucked the trends of his time and defined the direction of shonen manga/anime for decades."	"ign, 2009, web"
Son Goku	""" In Mania Entertainment's 10 Most Iconic Anime Heroes, Thomas Zoth commented that ""Goku and Dragon Ball completely revolutionized shnen manga."	"2014, anime, url"
Son Goku	""" In a Newtype poll from March 2010, Goku was voted the fifth most popular male character from the 1980s. Goku ranked consistently high in the Anime Grand Prix poll in the category of ""best male character"" in the late 1980s and early 1990s, appearing seventeenth in the 1987 poll, fifteenth in the 1988 poll, second in the 1989 poll, fourth in the 1990 poll, third in the 1991 poll, fourth in the 1992 poll, thirteenth in 1993 poll, and twelfth in 1994 poll. In a 1993 character popularity poll for the series, Weekly Shnen Jump readers voted Goku second, after his son Gohan. He came in first in the magazine's 1995 poll, In a 2005 The Daily Reader article entitled ""The Greatest Geek Movie Heroes of All Time"", Goku is the only animated character listed, and is ranked tenth. In a survey of 1,000 people, conducted by Oricon in 2007, Goku ranked first place as the ""Strongest Manga character of all time."	"url, archive, ref"
Son Goku	"""{{cite web"	"oricon, ref, name"
Son Goku	The Strongest Character Ranking In Cartoon History!access-archive-archive-url-	"archive, date, anime"
Son Goku	"However, during the manga's final story arc, Matsuyama recalls being overjoyed when Goku says that Mr. Satan, a comic relief character with no superextraordinary skills, was the real hero of mankind as the Earthlings found him as the saviour of mankind when Buu was about win the final fight.{{cite web archive- archive-"	"final, mankind, url"
Son Goku	31 Favorite Dragon Ball Z moment?	"february, 2021, favorite"
Son Goku	"Anime News Network noted Goku as a good source of comedy and remarked that after everything he experiences, he still remains a na??ve character. Tim Jones from THEM Anime Reviews noted that Goku is not an omnipotent character in the first anime series, unlike Dragon Ball Z, and does not disappear for long periods of time between sagas."	"anime, dragon, ball"
Son Goku	"Jones also liked the way the series' depict his entire adventures, making him a good main character. Voice actor Mamoru Miyano said that Goku's first Super Saiyan transformation in the manga was his favorite part from the series as Goku not only changed visually but his personality changes into a ""classic, prototypical hero"". Rationalmagic.com praised Goku's innocence as one of the funniest parts of the series. In January 2017, Masako Nozawa won two Guinness World Records for her longevity as Goku; she has been the sole voice actor for the role for over 23 years. According to Screen Rant, Goku's origin story has some similarities to that of Superman. On the other hand, Collider was more critical to Goku's actions in the series most notably when Gohan becomes an active character who goes through several character arcs yet he is constantly overshadowed by his father to the point Akira Toriyama refrained from turning Gohan into his successor following the Cell Games and Goku once again took over Gohan's role in the final arc of Dragon Ball Z.{{cite web"	"url, web, goku"
Son Goku	'	"2022, website, collider"
Son Goku	"While Anime Now's Richard Eisenbeis believes Goku is determined to protect his universe, the fact that he does not seemingly care about other loser universes being destroyed has been criticized. Monique Jones from Syfy panned the character's relationship dynamic with his wife, as well as his perceived incompetency and irresponsibility as a father, drawing attention to the ""tons of memes and fan chatter about Piccolo actually being the best dad Gohan's ever had"". Sam Leach from Anime News Network agreed that fans of the series tend to joke about Piccolo being a better paternal figure to Gohan than his actual father, Goku, and felt that Dragon Ball Super emphasized this more when Piccolo started training him again. The same site also criticized Goku often being busy in the narrative, most notably in Frieza's resurrection, as the supporting characters have some extra scenes only to have their spotlight stolen by Goku and Vegeta."	"url, date, archive"
Son Goku	"His rematch with Frieza was criticized for how overpowered the character has become and how much back up his allies can provide in the battle, ruining the tension the film was supposed to generate. Despite enjoying his rematch with Frieza, DVD Talk expressed similar responses in the handling of these characters. IGN noted that Goku has a tendency to show enemies mercy, including Vegeta, Piccolo, Cell and Moro."	"ref, dragon, ball"
Son Goku	"His decision to let Cell have a senzu bean without informing his allies in particular was considered to be infamous, which affected Gohan's confidence and led to his defeat. La Tercera went to call Goku irresponsible and immature to the character for helping Moro as a result of this show of mercy and the consequences. Both Goku and Vegeta were criticized for being too overpowered in Super to the point they steal the series' spotlight to the supporting cast while their strategies either lack complexity or create a plothole such as the time limit to the fusion Vegito. * List of Dragon Ball characters * {{cite book"	"dragon, ball, ref"
Son Goku	When Worldviews Collide	"category, characters, fictional"
